,Unnamed: 0,conversation_id,utterance_id,speaker,text,saliency,rich_text,Extracted text
359,359,742565280001,54,agent,"Alright, still showing. Hershey starting up.",1,"Alright , still showing . Hershey starting .",Alright still showing Hershey starting up
360,360,742565280001,55,agent,Okay.,0,Okay .,Okay
361,361,742565280001,56,customer,"Uh yes, says starting up. Yes, sir.",1,"Uh yes , says starting . Yes , sir .",Uh yes says starting up Yes sir
362,362,742565280001,57,customer,Yep.,0,Yep .,Yep
363,363,742565280001,58,agent,Now is that starting up down in the bottom corner like got some nines. After it.,1,Now starting bottom corner like got nines . After .,Now is that starting up down in the bottom corner like got some nines After it
364,364,742565280001,59,customer,The {customer_delayed.digits4:####}.,1,The { customer_delayed.digits4 : # # # # } .,The customerdelayeddigits4
365,365,742565280001,60,agent,Okay.,1,Okay .,Okay
366,366,742565280001,61,customer,Now it comes up to the receiver one uh West.,1,Now comes receiver one uh West .,Now it comes up to the receiver one uh West
367,367,742565280001,62,customer,"The mode and then the state, {address*****}. So that.",1,"The mode state , { address * * * * * } . So .",The mode and then the state address So that
368,368,742565280001,63,agent,"Alright, and in the mode is it set for W A one with {customer_delayed.digits6:######} and 129.",1,"Alright , mode set W A one { customer_delayed.digits6 : # # # # # # } 129 .",Alright and in the mode is it set for W A one with customerdelayeddigits6 and 129
369,369,742565280001,64,customer,"Yes, sir.",0,"Yes , sir .",Yes sir
370,370,742565280001,65,agent,"Perfect. Let's go ahead and select scan, sir.",1,"Perfect . Let 's go ahead select scan , sir .",Perfect Lets go ahead and select scan sir
371,371,742565280001,66,agent,I appreciate it.,0,I appreciate .,I appreciate it
372,372,742565280001,67,agent,So progress bar filling in at all.,1,So progress bar filling .,So progress bar filling in at all
373,373,742565280001,68,customer,"Yeah, it's about uh.",1,"Yeah , 's uh .",Yeah its about uh
374,374,742565280001,69,customer,"A quarter of the way, right now.",1,"A quarter way , right .",A quarter of the way right now
375,375,742565280001,70,agent,Okay.,0,Okay .,Okay
376,376,742565280001,71,agent,shouldn't be too much longer here.,1,n't much longer .,shouldnt be too much longer here
377,377,742565280001,72,customer,That's still the same.,1,That 's still .,Thats still the same
378,378,742565280001,73,agent,Still at the about a quarter fool.,1,Still quarter fool .,Still at the about a quarter fool
379,379,742565280001,74,customer,"Yes, sir. Yep.",0,"Yes , sir . Yep .",Yes sir Yep
380,380,742565280001,75,agent,Mm.,0,Mm .,Mm
381,381,742565280001,76,agent,give it another one minute here. I will set the time here and see if it makes any move in that minute.,1,give another one minute . I set time see makes move minute .,give it another one minute here I will set the time here and see if it makes any move in that minute
382,382,742565280001,77,agent,"Another question. The coax cable that screwed on the back of the power is that going to directly to the back of Hershey, or is it using the RV walls.",1,"Another question . The coax cable screwed back power going directly back Hershey , using RV walls .",Another question The coax cable that screwed on the back of the power is that going to directly to the back of Hershey or is it using the RV walls
383,383,742565280001,78,customer,"No, I just directly to the uh Hershey",1,"No , I directly uh Hershey",No I just directly to the uh Hershey
384,384,742565280001,79,customer,"Yeah, I've had.",0,"Yeah , I 've .",Yeah Ive had
385,385,742565280001,80,agent,Okay. Okay.,0,Okay . Okay .,Okay Okay
386,386,742565280001,81,agent,And {address:*****}. I'm sorry. Go ahead.,0,And { address : * * * * * } . I 'm sorry . Go ahead .,And address Im sorry Go ahead
387,387,742565280001,82,customer,"Now, I have not received before and I had this.",1,"Now , I not received I .",Now I have not received before and I had this
388,388,742565280001,83,customer,is what now?,0,?,is what now
389,389,742565280001,84,agent,Okay.,0,Okay .,Okay
390,390,742565280001,85,agent,Uh how high is the Toblerone off the ground.,1,Uh high Toblerone ground .,Uh how high is the Toblerone off the ground
391,391,742565280001,86,customer,Um the tripod's probably about two feet.,1,Um tripod 's probably two feet .,Um the tripods probably about two feet
392,392,742565280001,87,customer,not moving at all.,1,not moving .,not moving at all
393,393,742565280001,88,agent,Okay. Okay.,0,Okay . Okay .,Okay Okay
394,394,742565280001,89,agent,"Alright, so mm. Have you ever uh downloaded a Kit kat app onto your phone.",1,"Alright , mm . Have ever uh downloaded Kit kat app onto phone .",Alright so mm Have you ever uh downloaded a Kit kat app onto your phone
395,395,742565280001,90,customer,Now that's new new one to me.,0,Now 's new new one .,Now thats new new one to me
396,396,742565280001,91,agent,"Well, they they literally have a ton of different ones. Um what it does is it kinda confirms the line of sight make sure that there's.",1,"Well , literally ton different ones . Um kinda confirms line sight make sure 's .",Well they they literally have a ton of different ones Um what it does is it kinda confirms the line of sight make sure that theres
397,397,742565280001,92,agent,"I'm sorry, go ahead.",0,"I 'm sorry , go ahead .",Im sorry go ahead
398,398,742565280001,93,customer,"Well, now I I I mean, if anything, cha hasn't changed.",0,"Well , I I I mean , anything , cha n't changed .",Well now I I I mean if anything cha hasnt changed
399,399,742565280001,94,customer,It's been facing kinda.,0,It 's facing kinda .,Its been facing kinda
400,400,742565280001,95,customer,"There's no. trailers or nothing on the other side of me, and it's been facing away from my trailer straight.",1,"There 's . trailers nothing side , 's facing away trailer straight .",Theres no trailers or nothing on the other side of me and its been facing away from my trailer straight
401,401,742565280001,96,customer,Kinda Des.,0,Kinda Des .,Kinda Des
402,402,742565280001,97,customer,And now.,0,And .,And now
403,403,742565280001,98,customer,It's been in all crazy in different directions.,1,It 's crazy different directions .,Its been in all crazy in different directions
404,404,742565280001,99,customer,just going around and.,1,going around .,just going around and
405,405,742565280001,100,agent,"Yeah, it's I it's trying to still lock into the satellites. It does have a bit of trouble trying to find the satellites.",1,"Yeah , 's I 's trying still lock satellites . It bit trouble trying find satellites .",Yeah its I its trying to still lock into the satellites It does have a bit of trouble trying to find the satellites
406,406,742565280001,101,customer,"It is. Yes, sir.",0,"It . Yes , sir .",It is Yes sir
407,407,742565280001,102,agent,Do you still have the primary or the secondary line connected to the back of the top way.,1,Do still primary secondary line connected back top way .,Do you still have the primary or the secondary line connected to the back of the top way
408,408,742565280001,103,agent,I don't think that should really matter. Um.,0,I n't think really matter . Um .,I dont think that should really matter Um
409,409,742565280001,104,agent,"Do you wanna I mean, cause you've already got Hershey unplugged, don't you?",1,"Do wan na I mean , cause 've already got Hershey unplugged , n't ?",Do you wanna I mean cause youve already got Hershey unplugged dont you
410,410,742565280001,105,customer,"Uh the one in the bedroom, yes, for the 2nd receiver just unplugged the whole thing. Yes.",1,"Uh one bedroom , yes , 2nd receiver unplugged whole thing . Yes .",Uh the one in the bedroom yes for the 2nd receiver just unplugged the whole thing Yes
411,411,742565280001,106,customer,then it keeps wanting to face.,0,keeps wanting face .,then it keeps wanting to face
412,412,742565280001,107,agent,"Yeah, that shouldn't matter at all.",0,"Yeah , n't matter .",Yeah that shouldnt matter at all
413,413,742565280001,108,customer,more East.,0,East .,more East
414,414,742565280001,109,customer,"Oh, now it's been in around the other way.",0,"Oh , 's around way .",Oh now its been in around the other way
415,415,742565280001,110,customer,"So like you said, I can't find one, so.",0,"So like said , I ca n't find one , .",So like you said I cant find one so
416,416,742565280001,111,agent,And there's no um rain clouds or anything in the sky.,1,And 's um rain clouds anything sky .,And theres no um rain clouds or anything in the sky
417,417,742565280001,112,customer,That was clear. It's 100 and.,1,That clear . It 's 100 .,That was clear Its 100 and
418,418,742565280001,113,agent,Okay.,0,Okay .,Okay
419,419,742565280001,114,agent,"Yes, sir.",0,"Yes , sir .",Yes sir
420,420,742565280001,115,customer,Do you want me to turn that more the.,1,Do want turn .,Do you want me to turn that more the
421,421,742565280001,116,customer,"North. I mean, I can.",1,"North . I mean , I .",North I mean I can
422,422,742565280001,117,customer,"Okay, let me go ahead and.",1,"Okay , let go ahead .",Okay let me go ahead and
423,423,742565280001,118,agent,"I mean, we can try it. Um.",1,"I mean , try . Um .",I mean we can try it Um
424,424,742565280001,119,customer,"I mean, I'm.",0,"I mean , I 'm .",I mean Im
425,425,742565280001,120,agent,It it sh?,0,It sh ?,It it sh
426,426,742565280001,121,customer,I could I pick the cable. Which erases up about four feet.,1,I could I pick cable . Which erases four feet .,I could I pick the cable Which erases up about four feet
427,427,742565280001,122,agent,Is there any way you could set it up a little higher off the ground than the then a couple feet.,1,Is way could set little higher ground couple feet .,Is there any way you could set it up a little higher off the ground than the then a couple feet
428,428,742565280001,123,customer,Give me a second.,0,Give second .,Give me a second
429,429,742565280001,124,agent,"Alright, um as long as it's nice and level within four degrees and level that should work.",1,"Alright , um long 's nice level within four degrees level work .",Alright um as long as its nice and level within four degrees and level that should work
430,430,742565280001,125,agent,"Yes, sir.",0,"Yes , sir .",Yes sir
431,431,742565280001,126,customer,Alright.,0,Alright .,Alright
432,432,742565280001,127,customer,Okay.,0,Okay .,Okay
433,433,742565280001,128,agent,"Alright, once we got that moved again. We're gonna go ahead and reboot that Hershey one more time.",1,"Alright , got moved . We 're gon na go ahead reboot Hershey one time .",Alright once we got that moved again Were gonna go ahead and reboot that Hershey one more time
434,434,742565280001,129,customer,Uh starting up.,0,Uh starting .,Uh starting up
435,435,742565280001,130,agent,Okay.,0,Okay .,Okay
436,436,742565280001,131,customer,"So what was the app that you were talking about. I mean, the the location, I guess.",1,"So app talking . I mean , location , I guess .",So what was the app that you were talking about I mean the the location I guess
437,437,742565280001,132,customer,On the phone.,0,On phone .,On the phone
438,438,742565280001,133,agent,"Um yeah, it's called Kit Kat",1,"Um yeah , 's called Kit Kat",Um yeah its called Kit Kat
439,439,742565280001,134,agent,"If you go to your app store and you just type in Kit Kat and do the search from there, it should pull up that size wanna say the 2nd or 3rd option, it'll be Kit Kat , and it's spelled K I T. It's got a green picture of uh like a satellite off to the side.",1,"If go app store type Kit Kat search , pull size wan na say 2nd 3rd option , 'll Kit Kat , 's spelled K I T. It 's got green picture uh like satellite side .",If you go to your app store and you just type in Kit Kat and do the search from there it should pull up that size wanna say the 2nd or 3rd option itll be Kit Kat  and its spelled K I T Its got a green picture of uh like a satellite off to the side
440,440,742565280001,135,agent,"Yes, sir.",0,"Yes , sir .",Yes sir
441,441,742565280001,136,customer,"Alright, now it's back to the so do the receiver and the scan it again.",1,"Alright , 's back receiver scan .",Alright now its back to the so do the receiver and the scan it again
442,442,742565280001,137,customer,"Yes, sir.",0,"Yes , sir .",Yes sir
443,443,742565280001,138,agent,Now are you usually using the {customer_delayed.digits6:######} and 129 when both of them are set up.,1,Now usually using { customer_delayed.digits6 : # # # # # # } 129 set .,Now are you usually using the customerdelayeddigits6 and 129 when both of them are set up
444,444,742565280001,139,agent,Okay. Okay.,0,Okay . Okay .,Okay Okay
445,445,742565280001,140,customer,Yeah.,0,Yeah .,Yeah
446,446,742565280001,141,agent,Has it gotten you to the uh scan screen yet?,1,Has gotten uh scan screen yet ?,Has it gotten you to the uh scan screen yet
447,447,742565280001,142,customer,"Yeah, the uh bars about the same as last time.",1,"Yeah , uh bars last time .",Yeah the uh bars about the same as last time
448,448,742565280001,143,customer,Not the quarter of a white almost to the stop not quite like an HD to the stop.,1,Not quarter white almost stop not quite like HD stop .,Not the quarter of a white almost to the stop not quite like an HD to the stop
449,449,742565280001,144,agent,Okay.,0,Okay .,Okay
450,450,742565280001,145,customer,"Nope, it's not moving at?",1,"Nope , 's not moving ?",Nope its not moving at
451,451,742565280001,146,agent,Mm.,0,Mm .,Mm
452,452,742565280001,147,agent,"Alright, so well, I mean with only three points of failure here. I mean Hershey itself, the coax cable and the Godiva itself all of which seem to be working fine. The only other thing would be Kit Kat?",1,"Alright , well , I mean three points failure . I mean Hershey , coax cable Godiva seem working fine . The thing would Kit Kat ?",Alright so well I mean with only three points of failure here I mean Hershey itself the coax cable and the Godiva itself all of which seem to be working fine The only other thing would be Kit Kat
453,453,742565280001,148,agent,"However, so what I would do I would I would certainly check that.",1,"However , I would I would I would certainly check .",However so what I would do I would I would certainly check that
454,454,742565280001,149,agent,"that app I I know you always get it there before for some strange reason, it's not getting it here if that does. I'm sorry. Go ahead, sir.",1,"app I I know always get strange reason , 's not getting . I 'm sorry . Go ahead , sir .",that app I I know you always get it there before for some strange reason its not getting it here if that does Im sorry Go ahead sir
455,455,742565280001,150,customer,Did you give me{customer_delayed.password:*} I{customer_delayed.password:*}m sorry{customer_delayed.password:*} Can you give me the app{customer_delayed.password:*} one more time I that I just got me a pin to write it down{customer_delayed.password:*} I know it was like something before that{customer_delayed.password:*},1,Did give { customer_delayed.password : * } I { customer_delayed.password : * } sorry { customer_delayed.password : * } Can give app { customer_delayed.password : * } one time I I got pin write { customer_delayed.password : * } I know like something { customer_delayed.password : * },Did you give mecustomerdelayedpassword Icustomerdelayedpasswordm sorrycustomerdelayedpassword Can you give me the appcustomerdelayedpassword one more time I that I just got me a pin to write it downcustomerdelayedpassword I know it was like something before thatcustomerdelayedpassword
456,456,742565280001,151,agent,"Sure, yeah, yeah, not not a problem. Yeah, it's uh Kit Kat. Three different words?",1,"Sure , yeah , yeah , not not problem . Yeah , 's uh Kit Kat . Three different words ?",Sure yeah yeah not not a problem Yeah its uh Kit Kat Three different words
457,457,742565280001,152,customer,Okay.,0,Okay .,Okay
458,458,742565280001,153,agent,"Now, when you do the search, you will only wanna search for Kit Kat for some strange reason, when you push that Kit Kat in it doesn't pull it up. I don't know why, but I promise if you just type in Kit Kat and search from there. It'll be the 2nd or 3rd option for you.",1,"Now , search , wan na search Kit Kat strange reason , push Kit Kat n't pull . I n't know , I promise type Kit Kat search . It 'll 2nd 3rd option .",Now when you do the search you will only wanna search for Kit Kat for some strange reason when you push that Kit Kat in it doesnt pull it up I dont know why but I promise if you just type in Kit Kat and search from there Itll be the 2nd or 3rd option for you
459,459,742565280001,154,customer,And and then added. I'm sorry. Go ahead.,0,And added . I 'm sorry . Go ahead .,And and then added Im sorry Go ahead
460,460,742565280001,155,agent,Have you TR.,0,Have TR .,Have you TR
461,461,742565280001,156,agent,"Uh do you happen to have a I'm sorry, sir, do you happen to have another coax cable that you could try.",1,"Uh happen I 'm sorry , sir , happen another coax cable could try .",Uh do you happen to have a Im sorry sir do you happen to have another coax cable that you could try
462,462,742565280001,157,customer,"Um no, I don't. I have to when I ordered it, I ordered one. The the 25 feet, so it'll run me into one I had it ran into the T back of the TV. So it's so it's all. One solid piece.",1,"Um , I n't . I I ordered , I ordered one . The 25 feet , 'll run one I ran T back TV . So 's 's . One solid piece .",Um no I dont I have to when I ordered it I ordered one The the 25 feet so itll run me into one I had it ran into the T back of the TV So its so its all One solid piece
463,463,742565280001,158,agent,"Oh, okay. Okay, I see what you're saying you you had a customer installed that cable itself, specifically?",1,"Oh , okay . Okay , I see 're saying customer installed cable , specifically ?",Oh okay Okay I see what youre saying you you had a customer installed that cable itself specifically
464,464,742565280001,159,agent,Cause I is that on both of them as well.,1,Cause I well .,Cause I is that on both of them as well
465,465,742565280001,160,customer,"Yeah, just specifically for that, and it goes straight to the Hershey That way it's Yes, sir? Correct?",1,"Yeah , specifically , goes straight Hershey That way 's Yes , sir ? Correct ?",Yeah just specifically for that and it goes straight to the Hershey That way its Yes sir Correct
466,466,742565280001,161,customer,uhhuh.,0,uhhuh .,uhhuh
467,467,742565280001,162,agent,"Ah, okay. Okay, um one thing I uh so there's a couple different options that Kit Kat app, that'll confirm, just to make sure you do have 100 percent clear line of sight, um if you do, which I'm sure you do.",1,"Ah , okay . Okay , um one thing I uh 's couple different options Kit Kat app , 'll confirm , make sure 100 percent clear line sight , um , I 'm sure .",Ah okay Okay um one thing I uh so theres a couple different options that Kit Kat app thatll confirm just to make sure you do have 100 percent clear line of sight um if you do which Im sure you do
468,468,742565280001,163,agent,"There's also uh I the next thing I would try is maybe picking up you know another 25 foot coax, you could probably get that at like Walmart or?",1,"There 's also uh I next thing I would try maybe picking know another 25 foot coax , could probably get like Walmart ?",Theres also uh I the next thing I would try is maybe picking up you know another 25 foot coax you could probably get that at like Walmart or
469,469,742565280001,164,agent,Target or something like that.,1,Target something like .,Target or something like that
470,470,742565280001,165,agent,Uh maybe even the dollar store. Um it does have to be RG six rated if you wanna drop that down as well.,1,Uh maybe even dollar store . Um RG six rated wan na drop well .,Uh maybe even the dollar store Um it does have to be RG six rated if you wanna drop that down as well
471,471,742565280001,166,customer,Alright.,0,Alright .,Alright
472,472,742565280001,167,customer,"No, sir, I don't.",0,"No , sir , I n't .",No sir I dont
473,473,742565280001,168,agent,Um and then if that doesn{customer_delayed.password:*}t work{customer_delayed.password:*} then I would certainly call Twix um{customer_delayed.password:*} and they will have you check a few things with the password{customer_delayed.password:*} specifically{customer_delayed.password:*} Do you have their number{customer_delayed.password:*},1,Um { customer_delayed.password : * } work { customer_delayed.password : * } I would certainly call Twix um { customer_delayed.password : * } check things password { customer_delayed.password : * } specifically { customer_delayed.password : * } Do number { customer_delayed.password : * },Um and then if that doesncustomerdelayedpasswordt workcustomerdelayedpassword then I would certainly call Twix umcustomerdelayedpassword and they will have you check a few things with the passwordcustomerdelayedpassword specificallycustomerdelayedpassword Do you have their numbercustomerdelayedpassword
474,474,742565280001,169,agent,"You still have something to write with, sir?",0,"You still something write , sir ?",You still have something to write with sir
475,475,742565280001,170,customer,"I did, yes, sir.",0,"I , yes , sir .",I did yes sir
476,476,742565280001,171,agent,"Perfect, so it's gonna be one {phone_number:***}",1,"Perfect , 's gon na one { phone_number : * * * }",Perfect so its gonna be one phonenumber
477,477,742565280001,172,agent,{phone_number:***},1,{ phone_number : * * * },phonenumber
478,478,742565280001,173,agent,{customer_delayed.digits4:####}.,1,{ customer_delayed.digits4 : # # # # } .,customerdelayeddigits4
479,479,742565280001,174,customer,mhm okay.,0,mhm okay .,mhm okay
480,480,742565280001,175,agent,"And when I if you if you do need to call them when you get a hold of them, just let them know that you spoke with a Raven technician uh we've checked every possible point of failure, and it um and you do have a clear line of sight. That'll be after you've checked that Kit Kat app.",1,"And I need call get hold , let know spoke Raven technician uh 've checked every possible point failure , um clear line sight . That 'll 've checked Kit Kat app .",And when I if you if you do need to call them when you get a hold of them just let them know that you spoke with a Raven technician uh weve checked every possible point of failure and it um and you do have a clear line of sight Thatll be after youve checked that Kit Kat app
481,481,742565280001,176,agent,Um and you've even changed out the coax cable.,1,Um 've even changed coax cable .,Um and youve even changed out the coax cable
482,482,742565280001,177,agent,At that point um you know there is nothing else that they can check other than some things on the Toblerone itself.,1,At point um know nothing else check things Toblerone .,At that point um you know there is nothing else that they can check other than some things on the Toblerone itself
483,483,742565280001,178,customer,"Okay, I'll do.",1,"Okay , I 'll .",Okay Ill do
484,484,742565280001,179,agent,"Okay, I I'm so sorry, sir. I wish I had a better answer for you?",0,"Okay , I I 'm sorry , sir . I wish I better answer ?",Okay I Im so sorry sir I wish I had a better answer for you
485,485,742565280001,180,customer,"Yes, sir. No, you're fine. I appreciate the info. Thank you.",0,"Yes , sir . No , 're fine . I appreciate info . Thank .",Yes sir No youre fine I appreciate the info Thank you
486,486,742565280001,181,agent,Not a problem at all. Is there anything else I can help you out with?,0,Not problem . Is anything else I help ?,Not a problem at all Is there anything else I can help you out with
487,487,742565280001,182,customer,"No, sir. Thank you.",0,"No , sir . Thank .",No sir Thank you
488,488,742565280001,183,agent,"Alright, sir. You have a good rest of your day now.",0,"Alright , sir . You good rest day .",Alright sir You have a good rest of your day now
489,489,742565280001,184,bot,issue auto wrapped up.,0,issue auto wrapped .,issue auto wrapped up
490,490,742566630001,0,agent,Are you calling about the account with the last name starting with {last_name:***},0,Are calling account last name starting { last_name : * * * },Are you calling about the account with the last name starting with lastname
491,491,742566630001,1,customer,Yes.,0,Yes .,Yes
492,492,742566630001,2,agent,You are agreeing to a new 24 month commitment with a $10.,0,You agreeing new 24 month commitment $ 10 .,You are agreeing to a new 24 month commitment with a 10
493,493,742566630001,3,agent,"Okay, yeah, we'll have to try it again. one moment.",0,"Okay , yeah , 'll try . one moment .",Okay yeah well have to try it again one moment
494,494,742566630001,4,customer,What happened?,0,What happened ?,What happened
495,495,742566630001,5,agent,"Yeah, I'm just fixing something on my end.",0,"Yeah , I 'm fixing something end .",Yeah Im just fixing something on my end
496,496,742566630001,6,customer,"Oh, okay.",0,"Oh , okay .",Oh okay
497,497,742566630001,7,agent,"Okay, I'll send you over again. one moment.",0,"Okay , I 'll send . one moment .",Okay Ill send you over again one moment
498,498,742566630001,8,agent,Here we.,0,Here .,Here we
499,499,742566630001,9,agent,Espanol hopery mouth.,0,Espanol hopery mouth .,Espanol hopery mouth
500,500,742566630001,10,agent,as part of this call. We may collect and ask you to provide personal information so that we can provide the best service possible.,0,part call . We may collect ask provide personal information provide best service possible .,as part of this call We may collect and ask you to provide personal information so that we can provide the best service possible
501,501,742566630001,11,agent,"Learn more, please. See, our privacy policy at raven .com.",0,"Learn , please . See , privacy policy raven .com .",Learn more please See our privacy policy at raven com
502,502,742566630001,12,agent,I see an account having the last name starting with {last_name:***} is this the account you're calling about?,0,I see account last name starting { last_name : * * * } account 're calling ?,I see an account having the last name starting with lastname is this the account youre calling about
503,503,742566630001,13,customer,Yes.,0,Yes .,Yes
504,504,742566630001,14,agent,You are agreeing to a new 24 month commitment with a $10 per month early termination fee.,1,You agreeing new 24 month commitment $ 10 per month early termination fee .,You are agreeing to a new 24 month commitment with a 10 per month early termination fee
505,505,742566630001,15,agent,"If you agree and accept this offer, please enter your security code followed by pound key. If you do not agree, press the star key.",0,"If agree accept offer , please enter security code followed pound key . If not agree , press star key .",If you agree and accept this offer please enter your security code followed by pound key If you do not agree press the star key
506,506,742566630001,16,customer,Okay.,0,Okay .,Okay
507,507,742566630001,17,agent,"Alright, so I heard that you have successfully accepted. Your new commitment. Let me just refresh your account to see if it's successfully applied, okay? Hold on. Okay, great. Uh you did a good job. Um it successfully accepted uh will be at?",1,"Alright , I heard successfully accepted . Your new commitment . Let refresh account see 's successfully applied , okay ? Hold . Okay , great . Uh good job . Um successfully accepted uh ?",Alright so I heard that you have successfully accepted Your new commitment Let me just refresh your account to see if its successfully applied okay Hold on Okay great Uh you did a good job Um it successfully accepted uh will be at
508,508,742566630001,18,agent,Okay.,0,Okay .,Okay
509,509,742566630001,19,agent,"Will be without Raven Protect Ruby, right?",1,"Will without Raven Protect Ruby , right ?",Will be without Raven Protect Ruby right
510,510,742566630001,20,customer,What was.,0,What .,What was
511,511,742566630001,21,customer,I.,0,I .,I
512,512,742566630001,22,agent,"Yeah, we'll also remove your insurance uh plan. So yeah, we'll be at?",1,"Yeah , 'll also remove insurance uh plan . So yeah , 'll ?",Yeah well also remove your insurance uh plan So yeah well be at
513,513,742566630001,23,agent,It's not giving me the price yet. one moment.,1,It 's not giving price yet . one moment .,Its not giving me the price yet one moment
514,514,742566630001,24,customer,Okay.,0,Okay .,Okay
515,515,742566630001,25,agent,{customer_delayed.digits4:####} to be exact.,1,{ customer_delayed.digits4 : # # # # } exact .,customerdelayeddigits4 to be exact
516,516,742566630001,26,customer,Okay.,1,Okay .,Okay
517,517,742566630001,27,agent,"Alright, is there any other um concerns that I may assist you before I let you go?",0,"Alright , um concerns I may assist I let go ?",Alright is there any other um concerns that I may assist you before I let you go
518,518,742566630001,28,customer,"Nope, uh so my bill on the 25th will just be for 170, right?",1,"Nope , uh bill 25th 170 , right ?",Nope uh so my bill on the 25th will just be for 170 right
519,519,742566630001,29,agent,Yes.,1,Yes .,Yes
520,520,742566630001,30,customer,"And then next month on uh July uh on the 27th or 25th, it'll be 79.",1,"And next month uh July uh 27th 25th , 'll 79 .",And then next month on uh July uh on the 27th or 25th itll be 79
521,521,742566630001,31,customer,Okay.,1,Okay .,Okay
522,522,742566630001,32,agent,"Yes, it may be lower than 79 because of some adjustment on the billing cycle.",1,"Yes , may lower 79 adjustment billing cycle .",Yes it may be lower than 79 because of some adjustment on the billing cycle
523,523,742566630001,33,customer,"Okay, but okay, but that's what I could expect.",1,"Okay , okay , 's I could expect .",Okay but okay but thats what I could expect
524,524,742566630001,34,agent,Yes.,0,Yes .,Yes
525,525,742566630001,35,customer,won't ever be more than 79 that's the big thing. Alright.,1,wo n't ever 79 's big thing . Alright .,wont ever be more than 79 thats the big thing Alright
526,526,742566630001,36,customer,Appreciate your help.,0,Appreciate help .,Appreciate your help
527,527,742566630001,37,agent,Yeah.,0,Yeah .,Yeah
528,528,742566630001,38,agent,Alright.,0,Alright .,Alright
529,529,742566630001,39,agent,"And in the event that you were looking for some additional um let's say military uh stations uh you can add the Superman Package on your account for $5 a month for six months, okay?",0,"And event looking additional um let 's say military uh stations uh add Superman Package account $ 5 month six months , okay ?",And in the event that you were looking for some additional um lets say military uh stations uh you can add the Superman Package on your account for 5 a month for six months okay
530,530,742566630001,40,customer,"Oh, okay. Well, I appreciate it. Thank you very much.",1,"Oh , okay . Well , I appreciate . Thank much .",Oh okay Well I appreciate it Thank you very much
531,531,742566630001,41,customer,Uh.,0,Uh .,Uh
532,532,742566630001,42,agent,"You're welcome. Have a great day and be safe out there, goodbye.",0,"You 're welcome . Have great day safe , goodbye .",Youre welcome Have a great day and be safe out there goodbye
533,533,742566630001,43,customer,"Thank you, bye.",0,"Thank , bye .",Thank you bye
534,534,742566630001,44,bot,issue auto wrapped up.,0,issue auto wrapped .,issue auto wrapped up
535,535,742572680001,0,agent,Raven. My name is {first_name:***}. How may I help you?,0,Raven . My name { first_name : * * * } . How may I help ?,Raven My name is firstname How may I help you
536,536,742572680001,1,customer,"Well, evidently, uh I owe you money, you turned my TV off and I don't have nothing to watch.",1,"Well , evidently , uh I owe money , turned TV I n't nothing watch .",Well evidently uh I owe you money you turned my TV off and I dont have nothing to watch
537,537,742572680001,2,agent,"Alright, let's see.",0,"Alright , let 's see .",Alright lets see
538,538,742572680001,3,customer,"Mash amazing you all can't pick up the phone and call, just turn it off.",0,"Mash amazing ca n't pick phone call , turn .",Mash amazing you all cant pick up the phone and call just turn it off
539,539,742572680001,4,customer,Well.,0,Well .,Well
540,540,742572680001,5,agent,"Alright, looks like your service is still on. It wasn't S gonna be scheduled to be cut off another two days. What are you currently getting on this.",1,"Alright , looks like service still . It n't S gon na scheduled cut another two days . What currently getting .",Alright looks like your service is still on It wasnt S gonna be scheduled to be cut off another two days What are you currently getting on this
541,541,742572680001,6,customer,There's nothing on my TV. That's why I'm calling you.,1,There 's nothing TV . That 's I 'm calling .,Theres nothing on my TV Thats why Im calling you
542,542,742572680001,7,agent,"Okay, is the TV screen blank.",1,"Okay , TV screen blank .",Okay is the TV screen blank
543,543,742572680001,8,customer,"I ha I now gotta go back upstairs. I had to come downstairs to get my purse to get a credit card, and I've gotta go back up and tell you what it says. It has a big silver thing that had a bunch of writing on it. I don't know what it said.",1,"I ha I got ta go back upstairs . I come downstairs get purse get credit card , I 've got ta go back tell says . It big silver thing bunch writing . I n't know said .",I ha I now gotta go back upstairs I had to come downstairs to get my purse to get a credit card and Ive gotta go back up and tell you what it says It has a big silver thing that had a bunch of writing on it I dont know what it said
544,544,742572680001,9,agent,Okay.,0,Okay .,Okay
545,545,742572680001,10,customer,"I came home to watch a movie. And of course, I can't watch it now.",1,"I came home watch movie . And course , I ca n't watch .",I came home to watch a movie And of course I cant watch it now
546,546,742572680001,11,customer,"cannot believe you, I would turn my {voice.profanity:XXXXXXX} TV off.",1,"not believe , I would turn { voice.profanity : XXXXXXX } TV .",cannot believe you I would turn my voiceprofanityXXXXXXX TV off
547,547,742572680001,12,customer,had your old business for how many years?,1,old business many years ?,had your old business for how many years
548,548,742572680001,13,customer,And then you treat me like this.,1,And treat like .,And then you treat me like this
549,549,742572680001,14,customer,I'm on a chair till like {voice.creditcard.digitsTranscribed:###} chair going up my stairs. It takes a minute.,1,I 'm chair till like { voice.creditcard.digitsTranscribed : # # # } chair going stairs . It takes minute .,Im on a chair till like voicecreditcarddigitsTranscribed chair going up my stairs It takes a minute
550,550,742572680001,15,agent,No problem. Excuse me?,0,No problem . Excuse ?,No problem Excuse me
551,551,742572680001,16,customer,"I'm old, and that very irritating to come on and not have any TV.",1,"I 'm old , irritating come not TV .",Im old and that very irritating to come on and not have any TV
